Addr,City,Cust Nm,Cust Region,Cust Terr,Decile (group),Email,End Date,Geo Id,Geo Level Nm,Geo Nm,Load date,Mdm Id,Prod Id,Prod Nm,Speciality,Start Date,State,Time Bucket,Time Bucket Master,Trgt Flg,Zip,Curr Calls,Curr Emails Clicked,Curr Emails Open,Curr Emails Sent,Curr Emails Unsubcribed,Curr In Prsn Calls,Curr Vrtl Calls,Decile,Fax,Geo Level Id,Phone,SR no,Tot Spkr Prgm,Tot Spkr Prgm Atnd
9500 EUCLID AVE,SAN PEDRO,BENI R VERMA,WEST,LOS ANGELES EAST,Decile 7-8,BENI R VERMA@outlook.com,9/30/2021,U000101,NATION,US,9/28/2021,10013135,1001001,EXL,Hospitals,9/1/2021,CA,M3,M3,N,90732,0,0,3,4,0,0,0,8,9376194150,2,9407339062,1035,0,0
9500 EUCLID AVE,SAN PEDRO,BENI R VERMA,WEST,LOS ANGELES EAST,Decile 7-8,BENI R VERMA@outlook.com,12/20/2021,U000101,NATION,US,9/28/2021,10013135,1001001,EXL,Hospitals,9/10/2020,CA,LTD,LTD,N,90732,0,0,3,4,0,0,0,8,9376194150,2,9407339062,1035,0,0
9500 EUCLID AVE,SAN PEDRO,BENI R VERMA,WEST,LOS ANGELES EAST,Decile 7-8,BENI R VERMA@outlook.com,12/20/2021,U000101,NATION,US,9/28/2021,10013135,1001001,EXL,Hospitals,1/1/2021,CA,YTD,YTD,N,90732,0,0,3,4,0,0,0,8,9376194150,2,9407339062,1035,0,0
5420 WEBB RD STE B1,SANGER,NICOLE M RICOTTONE,WEST,SAN FRANCISCO EAST,Decile 3-4,NICOLE M RICOTTONE@thunderbird.com,7/31/2021,U000101,NATION,US,7/22/2021,10010699,1001001,EXL,Hospitals,7/1/2021,CA,M5,M5,N,93657,0,1,1,3,0,0,0,3,2704177989,2,7507336278,687,0,0
5420 WEBB RD STE B1,SANGER,NICOLE M RICOTTONE,WEST,SAN FRANCISCO EAST,Decile 3-4,NICOLE M RICOTTONE@thunderbird.com,12/20/2021,U000101,NATION,US,7/22/2021,10010699,1001001,EXL,Hospitals,1/1/2021,CA,YTD,YTD,N,93657,0,1,1,3,0,0,0,3,2704177989,2,7507336278,687,0,0
1 MEDICAL CENTER DR,DUNEDIN,KENNETH MARTIN DOLKART,SOUTH EAST,TAMPA,Decile 5-6,KENNETH MARTIN DOLKART@gmail.com,4/30/2021,U000101,NATION,US,4/28/2021,10011812,1001001,EXL,Hospitals,4/1/2021,FL,M8,M8,N,34698,0,1,2,3,0,0,0,6,2708435104,2,8307337550,846,0,0
1 MEDICAL CENTER DR,DUNEDIN,KENNETH MARTIN DOLKART,SOUTH EAST,TAMPA,Decile 5-6,KENNETH MARTIN DOLKART@gmail.com,12/20/2021,U000101,NATION,US,4/28/2021,10011812,1001001,EXL,Hospitals,1/1/2021,FL,YTD,YTD,N,34698,0,1,2,3,0,0,0,6,2708435104,2,8307337550,846,0,0
2813 CLEVELAND TER,FAIRFIELD,NORMA E OWENS-HIXON,NORTHEAST,HARTFORD,Decile 1-2,NORMA E OWENS-HIXON@yahoo.com,6/30/2021,U000101,NATION,US,6/5/2021,10018215,1001001,EXL,Hospitals,6/1/2021,CT,M6,M6,N,06825,0,1,3,4,0,0,0,2,3147475157,2,8307331382,75,0,0
2813 CLEVELAND TER,FAIRFIELD,NORMA E OWENS-HIXON,NORTHEAST,HARTFORD,Decile 1-2,NORMA E OWENS-HIXON@yahoo.com,12/20/2021,U000101,NATION,US,6/5/2021,10018215,1001001,EXL,Hospitals,1/1/2021,CT,YTD,YTD,N,06825,0,1,3,4,0,0,0,2,3147475157,2,8307331382,75,0,0
301 HOSPITAL DR,PRESTONSBURG,KETAKI VIJAY ABHYANKAR,MID-CENTRAL,LEXINGTON,Decile 3-4,KETAKI VIJAY ABHYANKAR@gmail.com,3/31/2021,U000101,NATION,US,3/24/2021,10019475,1001001,EXL,Hospitals,3/1/2021,KY,M9,M9,N,41653,0,1,3,4,0,0,0,3,4152065818,2,8107332822,255,0,0
301 HOSPITAL DR,PRESTONSBURG,KETAKI VIJAY ABHYANKAR,MID-CENTRAL,LEXINGTON,Decile 3-4,KETAKI VIJAY ABHYANKAR@gmail.com,12/20/2021,U000101,NATION,US,3/24/2021,10019475,1001001,EXL,Hospitals,1/1/2021,KY,YTD,YTD,N,41653,0,1,3,4,0,0,0,3,4152065818,2,8107332822,255,0,0
1161 21ST AVE S AA-1218,TUSCALOOSA,ANDREW R SCHAALE,SOUTH EAST,BIRMINGHAM,Decile 1-2,ANDREW R SCHAALE@gmail.com,12/20/2021,U000101,NATION,US,9/30/2021,10018761,1001001,EXL,Hospitals,1/1/2021,AL,YTD,YTD,N,35404,0,2,2,4,0,0,0,2,9193823210,2,8107332006,153,0,0
1514 JEFFERSON HWY,WOODBRIDGE,DAVID SCOTT HEBERT,NORTHEAST,HARTFORD,Decile 5-6,DAVID SCOTT HEBERT@gmail.com,2/28/2021,U000101,NATION,US,2/3/2021,10020126,1001001,EXL,Hospitals,2/1/2021,CT,M10,M10,N,06525,0,2,3,3,0,0,0,5,3193536406,2,7507333566,348,0,0
1514 JEFFERSON HWY,WOODBRIDGE,DAVID SCOTT HEBERT,NORTHEAST,HARTFORD,Decile 5-6,DAVID SCOTT HEBERT@gmail.com,12/20/2021,U000101,NATION,US,2/3/2021,10020126,1001001,EXL,Hospitals,1/1/2021,CT,YTD,YTD,N,06525,0,2,3,3,0,0,0,5,3193536406,2,7507333566,348,0,0
500 JEFFERSON ST,KETCHIKAN,AMIT  SHARMA,Unassigned,US,Decile 1-2,AMIT  SHARMA@aolmail.com,7/31/2021,U000101,NATION,US,7/6/2021,10010741,1001001,EXL,Hospitals,7/1/2021,AK,M5,M5,N,99901,1,0,0,0,0,0,1,1,7635207562,2,8107336326,693,0,0
500 JEFFERSON ST,KETCHIKAN,AMIT  SHARMA,Unassigned,US,Decile 1-2,AMIT  SHARMA@aolmail.com,12/20/2021,U000101,NATION,US,7/6/2021,10010741,1001001,EXL,Hospitals,1/1/2021,AK,YTD,YTD,N,99901,1,0,0,0,0,0,1,1,7635207562,2,8107336326,693,0,0
1744 PAYNE AVE,ROCKY MOUNT,CYNTHIA STEELE VRABEL,MID-CENTRAL,RALEIGH DURHAM,Decile 3-4,CYNTHIA STEELE VRABEL@gmail.com,4/30/2021,U000101,NATION,US,4/16/2021,10009621,1001001,EXL,Hospitals,4/1/2021,NC,M8,M8,N,27804,1,0,0,0,0,0,1,3,5059257290,2,7507335046,533,0,0
1744 PAYNE AVE,ROCKY MOUNT,CYNTHIA STEELE VRABEL,MID-CENTRAL,RALEIGH DURHAM,Decile 3-4,CYNTHIA STEELE VRABEL@gmail.com,12/20/2021,U000101,NATION,US,4/16/2021,10009621,1001001,EXL,Hospitals,1/1/2021,NC,YTD,YTD,N,27804,1,0,0,0,0,0,1,3,5059257290,2,7507335046,533,0,0
1000 W MORENO ST,PEMBROKE PNES,WILLIAM N LUTHIN,SOUTH EAST,MIAMI,Decile 3-4,WILLIAM N LUTHIN@outlook.com,12/31/2020,U000101,NATION,US,12/6/2020,10019006,1001001,EXL,Hospitals,12/1/2020,FL,M12,M12,N,33024,1,0,0,0,0,0,1,3,9528835395,2,9007332286,188,0,0
601 N CAROLINE ST,REDDING,VICTOR C URRUTIA,WEST,SACRAMENTO,Decile 3-4,VICTOR C URRUTIA@outlook.com,5/31/2021,U000101,NATION,US,5/10/2021,10012393,1001001,EXL,Hospitals,5/1/2021,CA,M7,M7,N,96001,1,0,0,0,0,0,1,4,3218414085,2,7507338214,929,0,0
601 N CAROLINE ST,REDDING,VICTOR C URRUTIA,WEST,SACRAMENTO,Decile 3-4,VICTOR C URRUTIA@outlook.com,12/20/2021,U000101,NATION,US,5/10/2021,10012393,1001001,EXL,Hospitals,1/1/2021,CA,YTD,YTD,N,96001,1,0,0,0,0,0,1,4,3218414085,2,7507338214,929,0,0
995 POTRERO AVE,MONTEBELLO,MARTA GRAZYNA KOCHANSKA,WEST,LOS ANGELES EAST,Decile 5-6,MARTA GRAZYNA KOCHANSKA@thunderbird.com,12/31/2020,U000101,NATION,US,12/1/2020,10009971,1001001,EXL,Hospitals,12/1/2020,CA,M12,M12,N,90640,1,0,0,0,0,0,1,5,2166361524,2,8107335446,583,0,0
400 N PEPPER AVE,CHAPEL HILL,VELEN  TAT,MID-CENTRAL,RALEIGH DURHAM,Decile 5-6,VELEN  TAT@gmail.com,8/31/2021,U000101,NATION,US,8/20/2021,10021328,1001001,EXL,Hospitals,8/1/2021,NC,M4,M4,N,27514,1,0,0,0,0,0,1,6,8149429500,2,7807331142,45,0,0
400 N PEPPER AVE,CHAPEL HILL,VELEN  TAT,MID-CENTRAL,RALEIGH DURHAM,Decile 5-6,VELEN  TAT@gmail.com,12/20/2021,U000101,NATION,US,8/20/2021,10021328,1001001,EXL,Hospitals,1/1/2021,NC,YTD,YTD,N,27514,1,0,0,0,0,0,1,6,8149429500,2,7807331142,45,0,0
2801 FRANCISCAN DR,TINLEY PARK,MATTHEW RICHARD BLUDORN,MIDWEST,CHICAGO SOUTH,Decile 5-6,MATTHEW RICHARD BLUDORN@yahoo.com,11/30/2021,U000101,NATION,US,11/6/2021,10012932,1001001,EXL,Hospitals,11/1/2021,IL,M1,M1,N,60477,1,0,0,0,0,0,1,6,6416830801,2,8307338830,1006,0,0
2801 FRANCISCAN DR,TINLEY PARK,MATTHEW RICHARD BLUDORN,MIDWEST,CHICAGO SOUTH,Decile 5-6,MATTHEW RICHARD BLUDORN@yahoo.com,12/20/2021,U000101,NATION,US,11/6/2021,10012932,1001001,EXL,Hospitals,9/10/2020,IL,LTD,LTD,N,60477,1,0,0,0,0,0,1,6,6416830801,2,8307338830,1006,0,0
2801 FRANCISCAN DR,TINLEY PARK,MATTHEW RICHARD BLUDORN,MIDWEST,CHICAGO SOUTH,Decile 5-6,MATTHEW RICHARD BLUDORN@yahoo.com,12/20/2021,U000101,NATION,US,11/6/2021,10012932,1001001,EXL,Hospitals,1/1/2021,IL,YTD,YTD,N,60477,1,0,0,0,0,0,1,6,6416830801,2,8307338830,1006,0,0
2801 FRANCISCAN DR,TINLEY PARK,MATTHEW RICHARD BLUDORN,MIDWEST,CHICAGO SOUTH,Decile 5-6,MATTHEW RICHARD BLUDORN@yahoo.com,12/20/2021,U000101,NATION,US,11/6/2021,10012932,1001001,EXL,Hospitals,10/1/2021,IL,QTD,QTD,N,60477,1,0,0,0,0,0,1,6,6416830801,2,8307338830,1006,0,0
2799 W GRAND BLVD,LEWIS CENTER,WENDELIN BARBARA KREIFELS,GREAT LAKES,COLUMBUS,Decile 7-8,WENDELIN BARBARA KREIFELS@outlook.com,12/31/2020,U000101,NATION,US,12/12/2020,10009138,1001001,EXL,Hospitals,12/1/2020,OH,M12,M12,N,43035,1,0,0,0,0,0,1,8,7195464209,2,8407334494,464,0,0
2000 SW ARCHER RD,BURBANK,ALEXIS N SIMPKINS,MIDWEST,CHICAGO SOUTH,Decile 7-8,ALEXIS N SIMPKINS@gmail.com,8/31/2021,U000101,NATION,US,8/24/2021,10010069,1001001,EXL,Hospitals,8/1/2021,IL,M4,M4,N,60459,1,0,0,1,0,0,1,7,8122832655,2,8307335558,597,0,0
2000 SW ARCHER RD,BURBANK,ALEXIS N SIMPKINS,MIDWEST,CHICAGO SOUTH,Decile 7-8,ALEXIS N SIMPKINS@gmail.com,12/20/2021,U000101,NATION,US,8/24/2021,10010069,1001001,EXL,Hospitals,1/1/2021,IL,YTD,YTD,N,60459,1,0,0,1,0,0,1,7,8122832655,2,8307335558,597,0,0
149 WILLEY HILL RD,HAYWARD,MARY ELLEN ELLEN F COPENING,WEST,SAN FRANCISCO EAST,Decile 3-4,MARY ELLEN ELLEN F COPENING@gmail.com,12/31/2020,U000101,NATION,US,12/23/2020,10018866,1001001,EXL,Hospitals,12/1/2020,CA,M12,M12,N,94541,1,0,0,2,0,0,1,3,2036884740,2,7807332126,168,0,0
20 YORK ST FL 2,WOODHAVEN,ALI  VAEZY,GREAT LAKES,DETROIT SOUTH,Decile 3-4,ALI  VAEZY@yahoo.com,9/30/2021,U000101,NATION,US,9/21/2021,10019069,1001001,EXL,Hospitals,9/1/2021,MI,M3,M3,N,48183,1,0,0,3,0,0,1,4,9103232097,2,8407332358,197,0,0
20 YORK ST FL 2,WOODHAVEN,ALI  VAEZY,GREAT LAKES,DETROIT SOUTH,Decile 3-4,ALI  VAEZY@yahoo.com,12/20/2021,U000101,NATION,US,9/21/2021,10019069,1001001,EXL,Hospitals,1/1/2021,MI,YTD,YTD,N,48183,1,0,0,3,0,0,1,4,9103232097,2,8407332358,197,0,0
3100 E FLETCHER AVE,BELLE GLADE,AMANDA L SKAGGS,SOUTH EAST,ORLANDO,Decile 3-4,AMANDA L SKAGGS@outlook.com,12/31/2020,U000101,NATION,US,12/28/2020,10012666,1001001,EXL,Hospitals,12/1/2020,FL,M12,M12,N,33430,1,0,0,4,0,0,1,3,3193849184,2,8407338526,968,0,0
2301 S BROAD ST,WOODSIDE,JENNIFER L PROCOPIO,NORTHEAST,BROOKLYN,Decile 1-2,JENNIFER L PROCOPIO@yahoo.com,8/31/2021,U000101,NATION,US,8/22/2021,10020735,1001001,EXL,Hospitals,8/1/2021,NY,M4,M4,N,11377,1,0,2,2,0,0,1,1,8605455221,2,8107334262,435,0,0
2301 S BROAD ST,WOODSIDE,JENNIFER L PROCOPIO,NORTHEAST,BROOKLYN,Decile 1-2,JENNIFER L PROCOPIO@yahoo.com,12/20/2021,U000101,NATION,US,8/22/2021,10020735,1001001,EXL,Hospitals,1/1/2021,NY,YTD,YTD,N,11377,1,0,2,2,0,0,1,1,8605455221,2,8107334262,435,0,0
660 S EUCLID AVE,MACEDONIA,JOSEPH  BRANCHECK,GREAT LAKES,CLEVELAND,Decile 7-8,JOSEPH  BRANCHECK@gmail.com,1/31/2021,U000101,NATION,US,1/17/2021,10021230,1001001,EXL,Hospitals,1/1/2021,OH,M11,M11,N,44056,1,0,2,2,0,0,1,8,2488982898,2,8307331030,31,0,0
660 S EUCLID AVE,MACEDONIA,JOSEPH  BRANCHECK,GREAT LAKES,CLEVELAND,Decile 7-8,JOSEPH  BRANCHECK@gmail.com,12/20/2021,U000101,NATION,US,1/17/2021,10021230,1001001,EXL,Hospitals,1/1/2021,OH,YTD,YTD,N,44056,1,0,2,2,0,0,1,8,2488982898,2,8307331030,31,0,0
2901 SQUALICUM PKWY,ALBEMARLE,JASON J OOST,MID-CENTRAL,CHARLOTTE,Decile 3-4,JASON J OOST@gmail.com,3/31/2021,U000101,NATION,US,3/16/2021,10019797,1001001,EXL,Hospitals,3/1/2021,NC,M9,M9,N,28001,1,0,3,3,0,0,1,3,8288835104,2,9007333190,301,0,0
2901 SQUALICUM PKWY,ALBEMARLE,JASON J OOST,MID-CENTRAL,CHARLOTTE,Decile 3-4,JASON J OOST@gmail.com,12/20/2021,U000101,NATION,US,3/16/2021,10019797,1001001,EXL,Hospitals,1/1/2021,NC,YTD,YTD,N,28001,1,0,3,3,0,0,1,3,8288835104,2,9007333190,301,0,0
3601 W 13 MILE RD,BROOKINGS,MARY ANNE MCCOY,Unassigned,US,Decile 3-4,MARY ANNE MCCOY@outlook.com,7/31/2021,U000101,NATION,US,7/13/2021,10011035,1001001,EXL,Hospitals,7/1/2021,SD,M5,M5,N,57006,1,0,3,3,0,0,1,3,3139164460,2,7807336662,735,0,0
3601 W 13 MILE RD,BROOKINGS,MARY ANNE MCCOY,Unassigned,US,Decile 3-4,MARY ANNE MCCOY@outlook.com,12/20/2021,U000101,NATION,US,7/13/2021,10011035,1001001,EXL,Hospitals,1/1/2021,SD,YTD,YTD,N,57006,1,0,3,3,0,0,1,3,3139164460,2,7807336662,735,0,0
9500 EUCLID AVE,BAYVILLE,SANDRA JESSICA HONG,MID-ATLANTIC,CENTRAL SOUTH JERSEY,Decile 5-6,SANDRA JESSICA HONG@aolmail.com,10/31/2021,U000101,NATION,US,10/15/2021,10011406,1001001,EXL,Hospitals,10/1/2021,NJ,M2,M2,N,08721,1,0,3,4,0,0,1,6,4196251994,2,8307337086,788,0,0
9500 EUCLID AVE,BAYVILLE,SANDRA JESSICA HONG,MID-ATLANTIC,CENTRAL SOUTH JERSEY,Decile 5-6,SANDRA JESSICA HONG@aolmail.com,12/20/2021,U000101,NATION,US,10/15/2021,10011406,1001001,EXL,Hospitals,1/1/2021,NJ,YTD,YTD,N,08721,1,0,3,4,0,0,1,6,4196251994,2,8307337086,788,0,0
9500 EUCLID AVE,BAYVILLE,SANDRA JESSICA HONG,MID-ATLANTIC,CENTRAL SOUTH JERSEY,Decile 5-6,SANDRA JESSICA HONG@aolmail.com,12/20/2021,U000101,NATION,US,10/15/2021,10011406,1001001,EXL,Hospitals,10/1/2021,NJ,QTD,QTD,N,08721,1,0,3,4,0,0,1,6,4196251994,2,8307337086,788,0,0
400 W 7TH ST,FT LAUDERDALE,YECHEN  PI,SOUTH EAST,MIAMI,Decile 7-8,YECHEN  PI@aolmail.com,4/30/2021,U000101,NATION,US,4/21/2021,10011938,1001001,EXL,Hospitals,4/1/2021,FL,M8,M8,N,33316,1,1,2,2,0,0,1,7,4132845117,2,8307337694,864,0,0
400 W 7TH ST,FT LAUDERDALE,YECHEN  PI,SOUTH EAST,MIAMI,Decile 7-8,YECHEN  PI@aolmail.com,12/20/2021,U000101,NATION,US,4/21/2021,10011938,1001001,EXL,Hospitals,1/1/2021,FL,YTD,YTD,N,33316,1,1,2,2,0,0,1,7,4132845117,2,8307337694,864,0,0
5301 MCAULEY DR STE 2199,STOW,KRISTIN NICOLE COX,GREAT LAKES,COLUMBUS,Decile 7-8,KRISTIN NICOLE COX@outlook.com,4/30/2021,U000101,NATION,US,4/13/2021,10009656,1001001,EXL,Hospitals,4/1/2021,OH,M8,M8,N,44224,1,1,3,3,0,0,1,8,4152064722,2,9407335086,538,0,0
5301 MCAULEY DR STE 2199,STOW,KRISTIN NICOLE COX,GREAT LAKES,COLUMBUS,Decile 7-8,KRISTIN NICOLE COX@outlook.com,12/20/2021,U000101,NATION,US,4/13/2021,10009656,1001001,EXL,Hospitals,1/1/2021,OH,YTD,YTD,N,44224,1,1,3,3,0,0,1,8,4152064722,2,9407335086,538,0,0
1638 OWEN DR,OREGON,JAMES A DEPREE,GREAT LAKES,CLEVELAND,Decile 5-6,JAMES A DEPREE@gmail.com,1/31/2021,U000101,NATION,US,1/25/2021,10019636,1001001,EXL,Hospitals,1/1/2021,OH,M11,M11,N,43616,1,1,3,4,0,0,1,5,6036506233,2,9407333006,278,0,0
1638 OWEN DR,OREGON,JAMES A DEPREE,GREAT LAKES,CLEVELAND,Decile 5-6,JAMES A DEPREE@gmail.com,12/20/2021,U000101,NATION,US,1/25/2021,10019636,1001001,EXL,Hospitals,1/1/2021,OH,YTD,YTD,N,43616,1,1,3,4,0,0,1,5,6036506233,2,9407333006,278,0,0
2799 W GRAND BLVD,MUNCY,JAMES J JEFFRIES,Unassigned,US,Decile 1-2,JAMES J JEFFRIES@outlook.com,5/31/2021,U000101,NATION,US,5/16/2021,10010370,1001001,EXL,Hospitals,5/1/2021,PA,M7,M7,N,17756,1,2,2,2,0,0,1,1,7043849565,2,9407335902,640,0,0
2799 W GRAND BLVD,MUNCY,JAMES J JEFFRIES,Unassigned,US,Decile 1-2,JAMES J JEFFRIES@outlook.com,12/20/2021,U000101,NATION,US,5/16/2021,10010370,1001001,EXL,Hospitals,1/1/2021,PA,YTD,YTD,N,17756,1,2,2,2,0,0,1,1,7043849565,2,9407335902,640,0,0
1400 S DOBSON RD,MAITLAND,NAVED NIAZUL HAQ KHAN,SOUTH EAST,ORLANDO,Decile 3-4,NAVED NIAZUL HAQ KHAN@GLOBAL.NET,1/31/2021,U000101,NATION,US,1/10/2021,10010433,1001001,EXL,Hospitals,1/1/2021,FL,M11,M11,N,32751,1,2,2,2,0,0,1,4,7049851031,2,7807335974,649,0,0
1400 S DOBSON RD,MAITLAND,NAVED NIAZUL HAQ KHAN,SOUTH EAST,ORLANDO,Decile 3-4,NAVED NIAZUL HAQ KHAN@GLOBAL.NET,12/20/2021,U000101,NATION,US,1/10/2021,10010433,1001001,EXL,Hospitals,1/1/2021,FL,YTD,YTD,N,32751,1,2,2,2,0,0,1,4,7049851031,2,7807335974,649,0,0
1161 21ST AVE S,NORTH BILLERICA,TAWANA R JARQUIN-VALDIVIA,NORTHEAST,BOSTON NORTH,Decile 1-2,TAWANA R JARQUIN-VALDIVIA@gmail.com,5/31/2021,U000101,NATION,US,5/20/2021,10020252,1001001,EXL,Hospitals,5/1/2021,MA,M7,M7,N,01862,1,2,2,4,0,0,1,2,3523927766,2,9407333710,366,0,0
1161 21ST AVE S,NORTH BILLERICA,TAWANA R JARQUIN-VALDIVIA,NORTHEAST,BOSTON NORTH,Decile 1-2,TAWANA R JARQUIN-VALDIVIA@gmail.com,12/20/2021,U000101,NATION,US,5/20/2021,10020252,1001001,EXL,Hospitals,1/1/2021,MA,YTD,YTD,N,01862,1,2,2,4,0,0,1,2,3523927766,2,9407333710,366,0,0
831 BOSTON POST RD,STEWARTSTOWN,DONALD EDWARD MCNICOL,MID-ATLANTIC,PHILADELPHIA SOUTH,Decile 7-8,DONALD EDWARD MCNICOL@EDU.ORG,11/30/2021,U000101,NATION,US,11/14/2021,10009390,1001001,EXL,Hospitals,11/1/2021,PA,M1,M1,N,17363,1,2,3,3,0,0,1,8,4152064722,2,9407334782,500,0,0
831 BOSTON POST RD,STEWARTSTOWN,DONALD EDWARD MCNICOL,MID-ATLANTIC,PHILADELPHIA SOUTH,Decile 7-8,DONALD EDWARD MCNICOL@EDU.ORG,12/20/2021,U000101,NATION,US,11/14/2021,10009390,1001001,EXL,Hospitals,1/1/2021,PA,YTD,YTD,N,17363,1,2,3,3,0,0,1,8,4152064722,2,9407334782,500,0,0
831 BOSTON POST RD,STEWARTSTOWN,DONALD EDWARD MCNICOL,MID-ATLANTIC,PHILADELPHIA SOUTH,Decile 7-8,DONALD EDWARD MCNICOL@EDU.ORG,12/20/2021,U000101,NATION,US,11/14/2021,10009390,1001001,EXL,Hospitals,10/1/2021,PA,QTD,QTD,N,17363,1,2,3,3,0,0,1,8,4152064722,2,9407334782,500,0,0
116 1ST ST N,PALM HARBOR,JOSHUA W EBERHARD,SOUTH EAST,TAMPA,Decile 1-2,JOSHUA W EBERHARD@gmail.com,10/31/2021,U000101,NATION,US,10/17/2021,10011994,1001001,EXL,Hospitals,10/1/2021,FL,M2,M2,N,34684,2,0,0,0,0,0,2,1,7349852333,2,9007337758,872,0,0
116 1ST ST N,PALM HARBOR,JOSHUA W EBERHARD,SOUTH EAST,TAMPA,Decile 1-2,JOSHUA W EBERHARD@gmail.com,12/20/2021,U000101,NATION,US,10/17/2021,10011994,1001001,EXL,Hospitals,1/1/2021,FL,YTD,YTD,N,34684,2,0,0,0,0,0,2,1,7349852333,2,9007337758,872,0,0
116 1ST ST N,PALM HARBOR,JOSHUA W EBERHARD,SOUTH EAST,TAMPA,Decile 1-2,JOSHUA W EBERHARD@gmail.com,12/20/2021,U000101,NATION,US,10/17/2021,10011994,1001001,EXL,Hospitals,10/1/2021,FL,QTD,QTD,N,34684,2,0,0,0,0,0,2,1,7349852333,2,9007337758,872,0,0
1000 BLYTHE BLVD,FORT COLLINS,VERONICA LAPLANTE RANKIN,UPPER NORTHWEST CENTRAL,DENVER,Decile 3-4,VERONICA LAPLANTE RANKIN@aolmail.com,3/31/2021,U000101,NATION,US,3/18/2021,10019321,1001001,EXL,Hospitals,3/1/2021,CO,M9,M9,N,80524,2,0,0,0,0,0,2,4,6176387448,2,8107332646,233,0,0
1000 BLYTHE BLVD,FORT COLLINS,VERONICA LAPLANTE RANKIN,UPPER NORTHWEST CENTRAL,DENVER,Decile 3-4,VERONICA LAPLANTE RANKIN@aolmail.com,12/20/2021,U000101,NATION,US,3/18/2021,10019321,1001001,EXL,Hospitals,1/1/2021,CO,YTD,YTD,N,80524,2,0,0,0,0,0,2,4,6176387448,2,8107332646,233,0,0
4525 CAMERON VALLEY PKWY STE 3100,BAY SHORE,ROBYN B BREWER,NORTHEAST,LONG ISLAND,Decile 5-6,ROBYN B BREWER@thunderbird.com,12/31/2020,U000101,NATION,US,12/2/2020,10018635,1001001,EXL,Hospitals,12/1/2020,NY,M12,M12,N,11706,2,0,0,0,0,0,2,5,2033333937,2,7807331862,135,0,0
2000 6TH AVE S FL 2,MANCHESTER,LAURA PENNOCK LIEB,NORTHEAST,BOSTON NORTH,Decile 5-6,LAURA PENNOCK LIEB@gmail.com,8/31/2021,U000101,NATION,US,8/29/2021,10018628,1001001,EXL,Hospitals,8/1/2021,NH,M4,M4,N,03102,2,0,0,0,0,0,2,5,4178817638,2,8407331854,134,0,0
2000 6TH AVE S FL 2,MANCHESTER,LAURA PENNOCK LIEB,NORTHEAST,BOSTON NORTH,Decile 5-6,LAURA PENNOCK LIEB@gmail.com,12/20/2021,U000101,NATION,US,8/29/2021,10018628,1001001,EXL,Hospitals,1/1/2021,NH,YTD,YTD,N,03102,2,0,0,0,0,0,2,5,4178817638,2,8407331854,134,0,0
2 AMERICAN WAY,SEDRO WOOLLEY,DEEPA SAMIR PATEL,UPPER NORTHWEST CENTRAL,SEATTLE NORTH,Decile 5-6,DEEPA SAMIR PATEL@aolmail.com,6/30/2021,U000101,NATION,US,6/24/2021,10011945,1001001,EXL,Hospitals,6/1/2021,WA,M6,M6,N,98284,2,0,0,0,0,0,2,5,2079736040,2,7507337702,865,0,0
2 AMERICAN WAY,SEDRO WOOLLEY,DEEPA SAMIR PATEL,UPPER NORTHWEST CENTRAL,SEATTLE NORTH,Decile 5-6,DEEPA SAMIR PATEL@aolmail.com,12/20/2021,U000101,NATION,US,6/24/2021,10011945,1001001,EXL,Hospitals,1/1/2021,WA,YTD,YTD,N,98284,2,0,0,0,0,0,2,5,2079736040,2,7507337702,865,0,0
355 NEW SHACKLE ISLAND RD,DELRAY BEACH,JEREMIAH WADE JUDKINS,SOUTH EAST,ORLANDO,Decile 1-2,JEREMIAH WADE JUDKINS@EDU.ORG,2/28/2021,U000101,NATION,US,2/5/2021,10019531,1001001,EXL,Hospitals,2/1/2021,FL,M10,M10,N,33484,2,0,0,2,0,0,2,2,7044461241,2,7807332886,263,0,0
355 NEW SHACKLE ISLAND RD,DELRAY BEACH,JEREMIAH WADE JUDKINS,SOUTH EAST,ORLANDO,Decile 1-2,JEREMIAH WADE JUDKINS@EDU.ORG,12/20/2021,U000101,NATION,US,2/5/2021,10019531,1001001,EXL,Hospitals,1/1/2021,FL,YTD,YTD,N,33484,2,0,0,2,0,0,2,2,7044461241,2,7807332886,263,0,0
5730 W ROOSEVELT RD,BEAVERTON,DAWNE R ANDERSON,UPPER NORTHWEST CENTRAL,PORTLAND,Decile 1-2,DAWNE R ANDERSON@gmail.com,1/31/2021,U000101,NATION,US,1/21/2021,10012162,1001001,EXL,Hospitals,1/1/2021,OR,M11,M11,N,97006,2,0,0,2,0,0,2,2,3217685031,2,7507337950,896,0,0
5730 W ROOSEVELT RD,BEAVERTON,DAWNE R ANDERSON,UPPER NORTHWEST CENTRAL,PORTLAND,Decile 1-2,DAWNE R ANDERSON@gmail.com,12/20/2021,U000101,NATION,US,1/21/2021,10012162,1001001,EXL,Hospitals,1/1/2021,OR,YTD,YTD,N,97006,2,0,0,2,0,0,2,2,3217685031,2,7507337950,896,0,0
